timestamp,open,high,low,close
2025-01-10,0.97090,0.97820,0.96950,0.97610
2025-01-09,0.97050,0.97130,0.97050,0.97060
2025-01-08,0.96949,0.97218,0.96870,0.96949
2025-01-07,0.96660,0.97307,0.96540,0.96660
2025-01-06,0.96280,0.96530,0.95820,0.96280
2025-01-05,0.97037,0.97122,0.95831,0.97037
2025-01-02,0.97388,0.97414,0.97037,0.97388
2025-01-01,0.96601,0.97734,0.96380,0.96601
2024-12-30,0.96097,0.96632,0.95930,0.96097
2024-12-29,0.95883,0.96393,0.95616,0.95883
2024-12-26,0.95940,0.96092,0.95740,0.95940
2024-12-25,0.96158,0.96233,0.95920,0.96158
2024-12-24,0.96130,0.96140,0.95850,0.96130
2024-12-23,0.96100,0.96270,0.96050,0.96100
2024-12-22,0.95849,0.96284,0.95710,0.95849
2024-12-19,0.96479,0.96672,0.95849,0.96479
2024-12-18,0.96616,0.96595,0.95949,0.96616
2024-12-17,0.95283,0.95531,0.95100,0.95283
2024-12-16,0.95081,0.95420,0.94941,0.95081
2024-12-15,0.95147,0.95465,0.95020,0.95147
2024-12-12,0.95474,0.95654,0.95030,0.95474
2024-12-11,0.95176,0.95558,0.94967,0.95176
2024-12-10,0.94940,0.95405,0.94870,0.94940
2024-12-09,0.94740,0.95235,0.94630,0.94740
2024-12-08,0.94648,0.94939,0.94404,0.94648
2024-12-05,0.94468,0.94822,0.94105,0.94468
2024-12-04,0.95110,0.95157,0.94444,0.95110
2024-12-03,0.95140,0.95475,0.94876,0.95140
2024-12-02,0.95227,0.95403,0.94964,0.95227
2024-12-01,0.94825,0.95582,0.94825,0.94831
2024-11-28,0.94670,0.94850,0.94380,0.94670
2024-11-27,0.94675,0.94974,0.94650,0.94675
2024-11-26,0.95318,0.95461,0.94487,0.95318
2024-11-25,0.95746,0.95902,0.94842,0.95746
2024-11-24,0.95421,0.95698,0.94970,0.95421
2024-11-21,0.95517,0.96713,0.95250,0.95517
2024-11-20,0.94821,0.95519,0.94720,0.94821
2024-11-19,0.94272,0.95161,0.94230,0.94272
2024-11-18,0.94385,0.94980,0.94330,0.94385
2024-11-17,0.94933,0.94956,0.94460,0.94933
2024-11-14,0.94966,0.95017,0.94414,0.94966
2024-11-13,0.94660,0.95245,0.94510,0.94660
2024-11-12,0.94191,0.94699,0.93905,0.94191
2024-11-11,0.93770,0.94366,0.93778,0.93770
2024-11-10,0.93328,0.94084,0.93210,0.93328
2024-11-07,0.92634,0.93367,0.92615,0.92634
2024-11-06,0.93170,0.93335,0.92370,0.93170
2024-11-05,0.91454,0.93600,0.91463,0.91454
2024-11-04,0.91962,0.91968,0.91560,0.91962
2024-11-03,0.91958,0.91993,0.91610,0.91958
2024-10-31,0.91860,0.92179,0.91709,0.91860
2024-10-30,0.92088,0.92208,0.91841,0.92088
2024-10-29,0.92416,0.92507,0.92024,0.92416
2024-10-28,0.92449,0.92847,0.92368,0.92449
2024-10-27,0.92622,0.92741,0.92360,0.92622
2024-10-24,0.92386,0.92491,0.92230,0.92386
2024-10-23,0.92760,0.92837,0.92505,0.92760
2024-10-22,0.92616,0.92914,0.92520,0.92616
2024-10-21,0.92440,0.92576,0.92270,0.92440
2024-10-20,0.92008,0.92412,0.92000,0.92008
2024-10-17,0.92340,0.92351,0.92050,0.92340
2024-10-16,0.92060,0.92474,0.91997,0.92060
2024-10-15,0.91877,0.92012,0.91730,0.91877
2024-10-14,0.91666,0.91863,0.91590,0.91666
2024-10-13,0.91530,0.91695,0.91410,0.91530
2024-10-10,0.91459,0.91513,0.91289,0.91459
2024-10-09,0.91380,0.91625,0.91287,0.91380
2024-10-08,0.91110,0.91402,0.91070,0.91110
2024-10-07,0.91110,0.91227,0.90930,0.91110
2024-10-06,0.91120,0.91278,0.91033,0.91120
2024-10-03,0.90616,0.91273,0.90580,0.90616
2024-10-02,0.90510,0.90830,0.90510,0.90510
2024-10-01,0.90384,0.90628,0.90235,0.90384
2024-09-30,0.89794,0.90407,0.89720,0.89794
2024-09-29,0.89527,0.89798,0.89219,0.89527
2024-09-26,0.89468,0.89875,0.89287,0.89468
2024-09-25,0.89839,0.89873,0.89369,0.89839
2024-09-24,0.89356,0.89753,0.89187,0.89356
2024-09-23,0.89995,0.90058,0.89578,0.89995
2024-09-22,0.89599,0.90213,0.89540,0.89599
2024-09-19,0.89590,0.89788,0.89432,0.89590
2024-09-18,0.89970,0.90330,0.89440,0.89970
2024-09-17,0.89903,0.90016,0.89760,0.89903
2024-09-16,0.89851,0.89984,0.89717,0.89851
2024-09-15,0.90184,0.90195,0.89804,0.90184
2024-09-12,0.90270,0.90302,0.90070,0.90270
2024-09-11,0.90819,0.90855,0.90518,0.90819
2024-09-10,0.90736,0.90886,0.90457,0.90736
2024-09-09,0.90600,0.90775,0.90495,0.90600
2024-09-08,0.90194,0.90621,0.90160,0.90194
2024-09-05,0.90000,0.90357,0.89689,0.90000
2024-09-04,0.90249,0.90292,0.89919,0.90249
2024-09-03,0.90507,0.90573,0.90139,0.90507
2024-09-02,0.90355,0.90631,0.90330,0.90355
2024-09-01,0.90540,0.90559,0.90272,0.90540
2024-08-29,0.90249,0.90465,0.90125,0.90249
2024-08-28,0.89888,0.90446,0.89765,0.89888
2024-08-27,0.89462,0.90046,0.89430,0.89462
2024-08-26,0.89568,0.89676,0.89449,0.89568
2024-08-25,0.89382,0.89663,0.89277,0.89382
2024-08-22,0.89951,0.90035,0.89318,0.89951
